"Id","SalePrice"
1461,121330.083315142
1462,155680.062890506
1463,184665.7408357
1464,202018.851543558
1465,195621.767641705
1466,171496.474787836
1467,183442.683189803
1468,163398.410082681
1469,190826.882531213
1470,121880.713564704
1471,171103.96230436
1472,99802.6054417139
1473,95124.5581389861
1474,145006.186439483
1475,115679.967587145
1476,364242.772095348
1477,254537.011450969
1478,301646.524200842
1479,294594.626238901
1480,547812.055500925
1481,336416.949122117
1482,205074.921046507
1483,175519.164081773
1484,164954.411883852
1485,180472.650355517
1486,187909.985296361
1487,348321.950067195
1488,229343.154659703
1489,194589.458898129
1490,240757.76205698
1491,192274.080851248
1492,95258.8604755701
1493,180493.480973061
1494,289526.810123401
1495,285253.13400343
1496,231689.143191876
1497,181778.754934307
1498,196428.190246663
1499,166613.604266922
1500,158575.323912469
1501,180995.458707435
1502,154205.852391217
1503,380654.287313953
1504,242205.79539669
1505,229072.401798895
1506,189091.484873048
1507,255307.106981435
1508,196371.634629534
1509,161352.37028167
1510,145097.151444925
1511,172207.61107857
1512,172598.048857959
1513,138546.844936544
1514,160688.324063132
1515,197250.188912039
1516,147391.689719114
1517,167305.873495224
1518,129751.592303179
1519,212036.981144537
1520,128168.299693425
1521,132124.382967528
1522,177402.312814798
1523,116981.205151362
1524,119928.140156662
1525,123000.327846772
1526,109772.478334968
1527,111671.300411306
1528,136081.577607136
1529,159243.773288079
1530,199489.716923385
1531,116439.193420523
1532,92956.0622369671
1533,150955.791008798
1534,125980.634616388
1535,138387.242630305
1536,105962.595371719
1537,59610.0633679361
1538,140862.798194948
1539,181255.810379151
1540,77742.7245195595
1541,134233.371047192
1542,156673.769553685
1543,178773.960818876
1544,85446.8689160464
1545,116339.633330511
1546,140021.730767604
1547,136462.72528729
1548,138093.748598615
1549,125124.377355351
1550,136143.861250549
1551,102807.331714004
1552,142021.767992618
1553,134778.152852614
1554,121740.345822775
1555,160021.545537403
1556,84062.2747401369
1557,115752.722277233
1558,109249.492616021
1559,58446.5928773402
1560,130301.962984267
1561,121414.325303528
1562,134046.788910488
1563,122398.958284233
1564,162357.272926193
1565,150425.419948763
1566,232382.167605732
1567,81439.6458380583
1568,242530.658341191
1569,134473.183270546
1570,130075.506696912
1571,109984.346709798
1572,139791.081850094
1573,233280.52748702
1574,118857.657503209
1575,235010.967751437
1576,231539.043028741
1577,179057.158259508
1578,140756.679866769
1579,148031.197536321
1580,192258.419816232
1581,156453.06379916
1582,128764.770377158
1583,302936.133420364
1584,220309.529524157
1585,138760.653062435
1586,86653.6623241165
1587,110539.462352165
1588,146676.794274807
1589,99686.0326423287
1590,132397.04157416
1591,94314.1199640119
1592,115590.836371998
1593,130449.908587331
1594,132902.154037985
1595,109736.521519034
1596,221595.666440257
1597,204512.852087525
1598,219766.014233324
1599,158068.884407973
1600,148324.396091652
1601,72443.1023753792
1602,121218.2352636
1603,60819.2059795783
1604,261958.342463025
1605,228888.939706794
1606,165926.84428704
1607,181418.878628777
1608,213964.248289592
1609,182018.841287204
1610,153987.211734689
1611,130594.964723707
1612,171435.048284265
1613,166100.322640317
1614,113698.123750541
1615,90909.654771381
1616,80135.4089604535
1617,91447.6960793665
1618,145503.8456134
1619,144040.467012851
1620,157381.07892422
1621,136501.894559429
1622,148231.134525475
1623,258425.657589307
1624,206146.77301328
1625,116207.515650324
1626,166690.188754907
1627,196642.269010282
1628,271635.111894617
1629,175996.921653617
1630,376799.687654131
1631,232655.846319595
1632,247229.208797035
1633,170463.151697393
1634,186365.761683624
1635,172614.717541402
1636,153674.231779701
1637,209142.16729397
1638,179264.011278897
1639,181803.214075259
1640,241336.494456347
1641,177429.761710439
1642,249619.49304638
1643,223957.145562249
1644,240886.324702254
1645,222524.03863454
1646,161968.681270645
1647,155110.295219245
1648,128830.775815285
1649,140264.243291581
1650,116114.622218144
1651,124224.544305336
1652,98675.9621817376
1653,100240.134526658
1654,148516.846416082
1655,133309.395545176
1656,141785.241236093
1657,151957.74225279
1658,149955.385126306
1659,126863.572789851
1660,155497.380696586
1661,473159.000136203
1662,414904.138415765
1663,383589.625447219
1664,663862.763773761
1665,307904.623955874
1666,312330.561381216
1667,400044.463710104
1668,335986.541948376
1669,304795.936190294
1670,346737.441751474
1671,269439.053373514
1672,458498.624630272
1673,289829.761926711
1674,244796.152433411
1675,196752.072841401
1676,193418.675939424
1677,215481.41458761
1678,509811.994255864
1679,406459.897976513
1680,320044.180272919
1681,238699.58049647
1682,319107.344081567
1683,191151.423453281
1684,172164.041511242
1685,171049.153117406
1686,169416.301777627
1687,163918.287427648
1688,184963.330155071
1689,189545.497737882
1690,193012.516168563
1691,184184.036498865
1692,250333.929878885
1693,161451.24157512
1694,183665.002407359
1695,167550.012251294
1696,283340.162828055
1697,171374.173301037
1698,350042.176462127
1699,326377.371555318
1700,257899.111944251
1701,261119.721644031
1702,244517.426581374
1703,240620.65438679
1704,276465.893261465
1705,228907.829200209
1706,191802.316021727
1707,209740.832187784
1708,201834.072527226
1709,261962.061998944
1710,220513.429293727
1711,271780.971530905
1712,255288.254449969
1713,281561.296764398
1714,226601.551010852
1715,208625.905387555
1716,184900.653459169
1717,177557.113774854
1718,142542.906603584
1719,203618.575615654
1720,241907.370530151
1721,152006.77283209
1722,121915.323443895
1723,148730.528373386
1724,204937.585113364
1725,239102.222594054
1726,185222.133866649
1727,151061.538448846
1728,165738.598290136
1729,168325.292580836
1730,149599.224767762
1731,115312.988305659
1732,133327.565993374
1733,111002.463121007
1734,124606.24399665
1735,119630.900138822
1736,107496.674792404
1737,314194.794158276
1738,253315.594325836
1739,235439.398413503
1740,217544.443737974
1741,191957.240404501
1742,175198.565477911
1743,179780.734554965
1744,373640.894797792
1745,212757.161221875
